year,depth,transect,replicate,number,biomass,species_level,phylum_order,area,totalsample_count,density_m2,yearly_temp_avg
2017,10,A,3,2,0.0019,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,A,3,2,0.015,Pisidium spp.,Bivalvia,0.107,NA,NA,16.00675159235669
2017,10,A,3,1,0.0013,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,16.00675159235669
2017,10,A,3,1,5e-5,Chironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,3,4,0.0011,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,8,C,3,1,7e-4,Chironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,3,5,0.0118,Pisidium spp.,Bivalvia,0.107,NA,NA,16.00675159235669
2017,8,C,3,2,0.0085,Valvata tricarinata,Gastropoda,0.107,NA,NA,16.00675159235669
2017,8,C,3,4,0.0019,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,16.00675159235669
2016,3,A,2,31,0.008,Helobdella spp.,Hirudinea,0.107,NA,NA,15.308
2016,3,A,2,2,0.0054,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,A,2,4,0.0074,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,A,2,1,2e-4,Unknown Ceratopogoninae,Diptera,0.107,NA,NA,15.308
2016,3,A,2,1,2e-4,Glyptotendipes spp.,Diptera,0.107,NA,NA,15.308
2016,3,A,2,10,0.1128,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,3,A,2,4,0.0058,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,3,A,2,2,0.0181,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,3,A,2,15,0.0212,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,3,A,2,1,5e-5,Unknown Chironomidae,Diptera,0.107,NA,NA,15.308
2016,3,A,2,8,3e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,A,3,3,0.0114,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,3,A,3,3,0.0318,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,3,A,3,3,0.0339,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,3,A,3,1,0.0041,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,3,A,3,7,0.0172,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,3,A,3,5,8e-4,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,A,3,1,0.0022,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,A,3,1,1e-4,Unknown Ceratopogoninae,Diptera,0.107,NA,NA,15.308
2016,5,A,1,77,0.0139,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,A,1,5,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,A,1,1,0.0013,Piona spp.,Trombidiformes,0.107,NA,NA,15.308
2016,5,A,1,7,0.0206,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,5,A,1,1,0.0094,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,5,A,1,5,0.0071,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,5,A,3,167,0.0702,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,A,3,8,0.0134,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,5,A,3,9,0.0484,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,5,A,3,1,0.0069,Unknown Hydrobiidae,Gastropoda,0.107,NA,NA,15.308
2016,5,A,3,1,0.0015,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,5,A,3,5,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,A,3,2,0.0067,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,5,A,3,2,5e-5,Bezzia spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,1,40,0.0858,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,8,A,1,27,0.0031,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,1,3,0.0023,Neumania spp.,Trombidiformes,0.107,NA,NA,15.308
2016,8,A,1,3,0.0107,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,A,1,3,0.0379,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,8,A,1,1,0.0016,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,8,A,1,14,0.0062,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,2,16,0.0192,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,2,7,0.0079,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,8,A,2,3,0.0437,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,8,A,2,15,0.0079,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,2,1,4e-4,Piona spp.,Trombidiformes,0.107,NA,NA,15.308
2016,8,A,2,2,0.009,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,A,3,57,0.051,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,3,60,0.0027,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,3,32,0.0322,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,8,A,3,2,0.0027,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,8,A,3,3,0.0105,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,A,3,2,0.0178,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,8,A,3,1,5e-5,Bezzia spp.,Diptera,0.107,NA,NA,15.308
2016,10,A,1,2,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,10,A,1,2,8e-4,Cladopelma spp.,Diptera,0.107,NA,NA,15.308
2016,10,A,2,3,0.0042,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,10,A,2,2,5e-5,Dero spp.,Oligochaeta,0.107,NA,NA,15.308
2016,10,A,3,4,0.0028,Cladopelma spp.,Diptera,0.107,NA,NA,15.308
2016,10,A,3,1,0.0189,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,1,B,1,5,5e-5,Cryptochironomus spp.,Diptera,0.107,NA,NA,15.308
2016,1,B,1,2,4e-4,Unknown Chironomidae,Diptera,0.107,NA,NA,15.308
2016,1,B,1,1,9e-4,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,1,B,1,2,0.001,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,B,1,1,4e-4,Oxus spp.,Trombidiformes,0.107,NA,NA,15.308
2016,1,B,1,28,0.0093,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,2,2,5e-5,Limnesia spp.,Trombidiformes,0.107,NA,NA,15.308
2016,1,B,2,1,9e-4,Neumania spp.,Trombidiformes,0.107,NA,NA,15.308
2016,1,B,2,4,0.0022,Piona spp.,Trombidiformes,0.107,NA,NA,15.308
2016,1,B,2,2,5e-5,Oxus spp.,Trombidiformes,0.107,NA,NA,15.308
2016,1,B,2,1,0.0021,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,1,B,2,1,5e-4,Bezzia spp.,Diptera,0.107,NA,NA,15.308
2016,1,B,2,1,5e-5,Unknown Ceratopogoninae,Diptera,0.107,NA,NA,15.308
2016,1,B,2,5,5e-5,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,1,B,2,48,0.0248,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,3,10,0.0015,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,3,1,3e-4,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,1,B,3,4,0.0037,Limnesia spp.,Trombidiformes,0.107,NA,NA,15.308
2016,1,B,3,1,0.0013,Neumania spp.,Trombidiformes,0.107,NA,NA,15.308
2016,1,B,3,1,0.002,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,1,B,3,2,9e-4,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,1,B,3,1,5e-4,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,3,B,1,1,2e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,1,48,0.004,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,B,2,2,0.0017,Neumania spp.,Trombidiformes,0.107,NA,NA,15.308
2016,3,B,2,3,0.0041,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,3,B,2,51,0.0067,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,B,2,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,3,9,0.0018,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,3,48,0.0057,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,B,3,1,0.0019,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,5,B,1,37,0.0032,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,B,1,2,5e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,B,1,1,6e-4,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,5,B,2,2,3e-4,Unknown Ceratopogoninae,Diptera,0.107,NA,NA,15.308
2016,5,B,2,152,0.0041,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,B,2,4,0.002,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,B,3,1,0.0015,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,5,B,3,16,0.0012,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,B,3,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,B,1,9,0.027,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,8,B,1,36,0.0194,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,8,B,1,39,0.009,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,B,2,17,7e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,B,2,5,9e-4,Cladopelma spp.,Diptera,0.107,NA,NA,15.308
2016,8,B,2,1,5e-5,Unknown Chironomidae,Diptera,0.107,NA,NA,15.308
2016,8,B,3,3,0.004,Unknown Chironomidae,Diptera,0.107,NA,NA,15.308
2016,8,B,3,10,6e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,B,3,1,5e-5,Cladopelma spp.,Diptera,0.107,NA,NA,15.308
2016,10,B,1,1,2e-4,Unknown Chironomidae,Diptera,0.107,NA,NA,15.308
2016,10,B,1,3,0.0049,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,10,B,1,1,2e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,B,2,1,2e-4,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,10,B,2,1,7e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,B,2,2,3e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,B,3,2,0.0127,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,10,B,3,2,5e-4,Cladopelma spp.,Diptera,0.107,NA,NA,15.308
2016,10,B,3,2,8e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2017,1,C,3,2,3e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2016,3,C,1,2,0.0085,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,1,5,0.0042,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,C,1,14,0.0074,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,C,1,2,2e-4,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,3,C,2,2,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,C,2,13,0.022,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,C,2,3,0.0029,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,2,1,5e-4,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,3,C,2,1,0.0119,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,3,C,2,1,5e-4,Bezzia spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,2,1,7e-4,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,3,C,3,17,0.0192,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,C,3,3,0.0026,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,3,3,0.002,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,C,1,6,0.0113,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,5,C,1,2,9e-4,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,5,C,1,19,0.0051,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,1,4,9e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,C,2,6,0.0088,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,5,C,2,1,0.017,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,5,C,2,4,0.002,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,5,C,2,19,0.008,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,11,0.002,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,C,2,1,5e-5,Bezzia spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,3,3,0.0026,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,5,C,3,2,0.0053,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,5,C,3,52,0.0094,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,3,13,0.0024,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,C,3,2,6e-4,Bezzia spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,1,1,0.0033,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,8,C,1,2,0.0027,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,C,1,1,0.0113,Unknown Hydrobiidae,Gastropoda,0.107,NA,NA,15.308
2016,8,C,1,33,0.003,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,1,3,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,C,2,1,0.0248,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,8,C,2,3,0.0362,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,8,C,2,5,0.0293,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,C,2,1,9e-4,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,8,C,2,27,0.0047,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,2,5,0.0023,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,C,3,13,0.0568,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,C,3,13,0.0124,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,8,C,3,10,0.0012,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,3,6,0.0012,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,C,1,3,6e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,C,1,9,0.003,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,10,C,1,4,0.0031,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,10,C,2,2,3e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,C,2,15,0.0063,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,10,C,2,2,0.006,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,10,C,3,8,0.0021,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,10,C,3,9,0.0014,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,10,C,3,2,0.002,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,1,A,1,99,0.0722,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,1,A,1,8,0.0043,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,A,1,10,0.0473,Microtendipes pedellus sp. grp.,Diptera,0.107,NA,NA,15.308
2016,1,A,1,2,0.0163,Helobdella stagnalis,Hirudinea,0.107,NA,NA,15.308
2016,1,A,1,2,0.0096,Helobdella elongata,Hirudinea,0.107,NA,NA,15.308
2016,1,A,1,12,0.0051,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,1,A,1,1,5e-4,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,15.308
2016,1,A,1,2,2e-4,Caecidotea spp.,Isopoda,0.107,NA,NA,15.308
2016,1,A,1,2,0.0015,Ectopria spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,A,1,5,0.003,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,A,1,2,0.0018,Stenelmis spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,A,1,2,0.0026,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,1,A,2,1,3e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,A,2,2,2e-4,Cryptochironomus spp.,Diptera,0.107,NA,NA,15.308
2016,1,A,2,34,0.0141,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,1,A,2,1,0.001,Stenelmis spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,A,2,2,0.0036,Gyraulus spp.,Gastropoda,0.107,NA,NA,15.308
2016,1,A,2,3,0.0117,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,1,A,2,1,0.0081,Physa spp.,Gastropoda,0.107,NA,NA,15.308
2016,1,A,2,2,6e-4,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,15.308
2016,1,A,2,7,0.0052,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,A,2,9,0.007,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,1,A,3,112,0.0527,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,1,A,3,13,0.0595,Microtendipes pedellus sp. grp.,Diptera,0.107,NA,NA,15.308
2016,1,A,3,3,4e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,A,3,9,0.0053,Stenacron spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,1,A,3,10,0.0028,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,1,A,3,6,0.021,Helobdella elongata,Hirudinea,0.107,NA,NA,15.308
2016,1,A,3,4,0.014,Ectopria spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,A,3,5,0.0032,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,1,A,3,3,0.0034,Caecidotea spp.,Isopoda,0.107,NA,NA,15.308
2016,1,A,3,3,3e-4,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,15.308
2016,1,A,3,2,0.0104,Unknown Hydrobiidae,Gastropoda,0.107,NA,NA,15.308
2016,1,A,3,1,0.0038,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,1,A,3,1,0.0014,Gyraulus spp.,Gastropoda,0.107,NA,NA,15.308
2016,1,A,3,1,5e-4,Orthotrichia spp.,Trichoptera,0.107,NA,NA,15.308
2016,1,A,3,1,9e-4,Stenelmis spp.,Coleoptera,0.107,NA,NA,15.308
2016,3,A,1,1,2e-4,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,A,1,20,0.0071,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,A,1,7,2e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,A,1,2,0.0125,Physa spp.,Gastropoda,0.107,NA,NA,15.308
2016,3,A,1,13,0.0414,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,3,A,1,2,0.0059,Unknown Hydrobiidae,Gastropoda,0.107,NA,NA,15.308
2016,3,A,1,2,0.0029,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,3,A,1,4,0.0019,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,15.308
2016,3,A,1,3,0.0033,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,3,A,2,4,0.0034,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,A,2,1,0.0056,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,A,2,1,0.0048,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,3,A,2,1,0.0066,Physa spp.,Gastropoda,0.107,NA,NA,15.308
2016,3,A,2,1,0.0012,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,3,A,2,6,0.0054,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,3,A,2,1,8e-4,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,15.308
2016,3,A,2,22,0.0049,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,A,3,13,0.0295,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,3,A,3,4,0.0343,Physa spp.,Gastropoda,0.107,NA,NA,15.308
2016,3,A,3,5,0.0129,Unknown Hydrobiidae,Gastropoda,0.107,NA,NA,15.308
2016,3,A,3,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,A,3,1,6e-4,Cryptochironomus spp.,Diptera,0.107,NA,NA,15.308
2016,3,A,3,1,8e-4,Dubiraphia spp.,Coleoptera,0.107,NA,NA,15.308
2016,3,A,3,80,0.022,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,3,A,3,11,0.0043,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,15.308
2016,3,A,3,1,0.0019,Helobdella stagnalis,Hirudinea,0.107,NA,NA,15.308
2016,3,A,3,1,0.0067,Helobdella spp.,Hirudinea,0.107,NA,NA,15.308
2016,3,A,3,6,0.0057,Caenis spp.,Ephemeroptera,0.107,NA,NA,15.308
2016,3,A,3,2,9e-4,Oecetis spp.,Trichoptera,0.107,NA,NA,15.308
2016,5,A,1,5,0.0208,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,5,A,1,2,0.0017,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,5,A,1,1,0.0013,Chironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,A,1,1,4e-4,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,5,A,1,1,5e-5,Unknown Diptera,Diptera,0.107,NA,NA,15.308
2016,5,A,1,3,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,A,2,1,5e-5,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,5,A,2,8,0.0032,Dicrotendipes spp.,Diptera,0.107,NA,NA,15.308
2016,5,A,2,1,0.0035,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,5,A,2,6,0.0014,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,A,3,3,0.0012,Unknown Trombidiformes,Trombidiformes,0.107,NA,NA,15.308
2016,5,A,3,3,0.005,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,5,A,3,6,0.0041,Hyalella spp.,Amphipoda,0.107,NA,NA,15.308
2016,5,A,3,3,9e-4,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,5,A,3,38,0.0149,Dicrotendipes spp.,Diptera,0.107,NA,NA,15.308
2016,5,A,3,1,0.0046,Valvata tricarinata,Gastropoda,0.107,NA,NA,15.308
2016,5,A,3,1,8e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,A,3,1,5e-5,Bezzia spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,1,16,0.0077,Unknown Tricladida,Platyhelminthes,0.107,NA,NA,15.308
2016,8,A,1,16,0.004,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,A,1,2,5e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,1,11,0.0027,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,2,1,0.0017,Pisidium spp.,Bivalvia,0.107,NA,NA,15.308
2016,8,A,2,5,0.0014,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,2,1,6e-4,Chironomus spp.,Diptera,0.107,NA,NA,15.308
